pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link,...14,dup,oa_status,issn,journal,publisher,publication_date_unpaywall
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.1016/j.biomaterials.2019.119417,candidate,na,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191985,NA,FALSE,closed,0142-9612,Biomaterials,Elsevier BV,2019-11-01
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.3390/molecules26113272,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191986,NA,FALSE,gold,1420-3049,Molecules,MDPI AG,2021-05-28
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.2174/1389201021999200727153513,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191987,NA,FALSE,closed,1389-2010,Current Pharmaceutical Biotechnology,Bentham Science Publishers Ltd.,2021-05-25
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.3390/molecules25092219,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191988,NA,FALSE,gold,1420-3049,Molecules,MDPI AG,2020-05-08
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.1016/j.biomaterials.2020.120580,supervisor,first,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191989,NA,FALSE,hybrid,0142-9612,Biomaterials,Elsevier BV,2021-01-01
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.3390/ijms22115730,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191990,NA,FALSE,gold,1422-0067,International Journal of Molecular Sciences,MDPI AG,2021-05-27
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.1016/j.jconrel.2019.12.052,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191991,NA,FALSE,hybrid,0168-3659,Journal of Controlled Release,Elsevier BV,2020-04-01
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.1016/j.jconrel.2020.03.050,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191992,NA,FALSE,hybrid,0168-3659,Journal of Controlled Release,Elsevier BV,2020-07-01
43,candido g da silva,luis j cruz,the netherlands,leiden umc,cancer,10.3390/pharmaceutics13101547,supervisor,last,no,2021,combinatorial prospects of nanoparticle mediated immunotherapy of cancer,https://hdl.handle.net/1887/3191993,NA,FALSE,gold,1999-4923,Pharmaceutics,MDPI AG,2021-09-23
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.1038/s41591-020-0759-x,candidate,na,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185761,NA,FALSE,bronze,"1078-8956,1546-170X",Nature Medicine,Springer Science and Business Media LLC,2020-02-17
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.4269/ajtmh.18-0194,candidate,na,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185762,NA,FALSE,green,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,American Society of Tropical Medicine and Hygiene,2018-09-05
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.1093/cid/ciaa1784,supervisor,last,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185764,NA,FALSE,hybrid,"1058-4838,1537-6591",Clinical Infectious Diseases,Oxford University Press (OUP),2020-11-29
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.1093/jtm/taaa055,supervisor,last,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185765,NA,FALSE,hybrid,"1195-1982,1708-8305",Journal of Travel Medicine,Oxford University Press (OUP),2020-04-18
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.1186/s12936-019-2794-y,supervisor,last,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185766,NA,FALSE,gold,1475-2875,Malaria Journal,Springer Science and Business Media LLC,2019-05-02
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.1136/bmjopen-2019-033796,supervisor,last,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185767,NA,FALSE,gold,"2044-6055,2044-6055",BMJ Open,BMJ,2020-07-01
44,marijke c c langenberg,meta roestenberg,the netherlands,leiden umc,infection,10.1038/s41598-019-49895-3,supervisor,last,no,2021,controlled human infection models as a tool for malaria and schistosomiasis vaccine research,https://hdl.handle.net/1887/3185768,NA,FALSE,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2019-09-17
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1093/bib/bbab006,candidate,na,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176518,NA,FALSE,hybrid,"1467-5463,1477-4054",Briefings in Bioinformatics,Oxford University Press (OUP),2021-02-26
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1016/j.biocel.2021.105960,candidate,na,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176519,NA,FALSE,hybrid,1357-2725,The International Journal of Biochemistry & Cell Biology,Elsevier BV,2021-05-01
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1177/1753425920966645,candidate,na,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176520,NA,FALSE,gold,"1753-4259,1753-4267",Innate Immunity,SAGE Publications,2020-11-26
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.3390/ijms21041471,candidate,na,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176521,NA,FALSE,gold,1422-0067,International Journal of Molecular Sciences,MDPI AG,2020-02-21
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1038/s42003-020-0967-4,supervisor,first,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176522,NA,FALSE,gold,2399-3642,Communications Biology,Springer Science and Business Media LLC,2020-05-14
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1002/adbi.202100954,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176523,NA,FALSE,hybrid,"2701-0198,2701-0198",Advanced Biology,Wiley,2021-09-29
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1152/ajprenal.00087.2018,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176524,NA,FALSE,bronze,"1931-857X,1522-1466",American Journal of Physiology-Renal Physiology,American Physiological Society,2018-10-01
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.3390/ijms21134804,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176525,NA,FALSE,gold,1422-0067,International Journal of Molecular Sciences,MDPI AG,2020-07-07
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1089/nat.2018.0763,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176526,NA,FALSE,closed,"2159-3337,2159-3345",Nucleic Acid Therapeutics,Mary Ann Liebert Inc,2019-04-01
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.1038/s41598-020-70848-8,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176527,NA,FALSE,gold,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2020-08-18
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.3389/fphar.2019.00215,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176528,NA,FALSE,gold,1663-9812,Frontiers in Pharmacology,Frontiers Media SA,2019-03-11
45,huayu zhang,anton jan van zonneveld,the netherlands,leiden umc,biology,10.2174/2211536608666181122125208,supervisor,last,no,2021,neuroimmune guidance cues for vascular health,https://hdl.handle.net/1887/3176529,NA,FALSE,green,2211-5366,MicroRNA,Bentham Science Publishers Ltd.,2019-02-26
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1016/j.ygyno.2020.09.024,candidate,na,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180650,NA,FALSE,hybrid,0090-8258,Gynecologic Oncology,Elsevier BV,2020-12-01
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1136/jitc-2021-003671,candidate,na,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180651,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2021-10-01
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1111/his.14109,candidate,na,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180652,NA,FALSE,hybrid,"0309-0167,1365-2559",Histopathology,Wiley,2020-06-07
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1186/s40425-019-0712-z,candidate,na,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180653,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2019-09-03
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1097/PGP.0000000000000631,candidate,na,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180654,NA,FALSE,hybrid,0277-1691,International Journal of Gynecological Pathology,Ovid Technologies (Wolters Kluwer Health),2019-08-26
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1002/ijc.33280,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180655,NA,FALSE,hybrid,"0020-7136,1097-0215",International Journal of Cancer,Wiley,2020-09-07
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1126/scitranslmed.aaz8235,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180656,NA,FALSE,green,"1946-6234,1946-6242",Science Translational Medicine,American Association for the Advancement of Science (AAAS),2020-03-18
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1136/jitc-2020-001326,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180657,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2020-09-01
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1136/jitc-2020-001053,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180658,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2020-08-01
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1136/jitc-2020-000877,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180659,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2020-09-01
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1136/jitc-2019-000166,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180660,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2020-03-01
46,kim e kortekaas,sjoerd h van der burg,the netherlands,leiden umc,immunotherapy,10.1136/jitc-2021-002460,supervisor,last,no,2021,towards a tailored therapeutic approach for vulvar cancer patients,https://hdl.handle.net/1887/3180661,NA,FALSE,gold,2051-1426,Journal for ImmunoTherapy of Cancer,BMJ,2021-04-01
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1093/europace/euab003,candidate,na,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307420,NA,FALSE,closed,"1099-5129,1532-2092",EP Europace,Oxford University Press (OUP),2021-02-07
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1016/j.jacep.2018.01.013,candidate,na,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307421,NA,FALSE,closed,2405-500X,JACC: Clinical Electrophysiology,Elsevier BV,2018-03-01
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1016/j.jacep.2020.08.014,supervisor,last,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307422,NA,FALSE,bronze,2405-500X,JACC: Clinical Electrophysiology,Elsevier BV,2021-02-01
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1016/j.hrthm.2021.04.032,supervisor,last,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307423,NA,FALSE,hybrid,1547-5271,Heart Rhythm,Elsevier BV,2021-09-01
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1136/heartjnl-2017-312452,supervisor,last,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307424,NA,FALSE,closed,"1355-6037,1468-201X",Heart,BMJ,2018-01-05
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1016/j.jacep.2019.06.004,supervisor,last,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307425,NA,FALSE,bronze,2405-500X,JACC: Clinical Electrophysiology,Elsevier BV,2019-10-01
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1093/ejcts/ezx496,supervisor,last,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307426,NA,FALSE,green,"1010-7940,1873-734X",European Journal of Cardio-Thoracic Surgery,Oxford University Press (OUP),2018-01-22
47,marta de riva silva,katja zeppenfeld,the netherlands,leiden umc,cardiology,10.1161/CIRCEP.121.009979,supervisor,last,no,2022,new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome,https://hdl.handle.net/1887/3307427,NA,FALSE,closed,"1941-3149,1941-3084",Circulation: Arrhythmia and Electrophysiology,Ovid Technologies (Wolters Kluwer Health),2022-02-01
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.3390/ijms22010135,candidate,na,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304543,NA,FALSE,gold,1422-0067,International Journal of Molecular Sciences,MDPI AG,2020-12-24
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1001/jamaneurol.2020.4418,candidate,na,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304544,NA,FALSE,green,2168-6149,JAMA Neurology,American Medical Association (AMA),2021-02-01
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1111/ane.13341,candidate,na,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304545,NA,FALSE,hybrid,"0001-6314,1600-0404",Acta Neurologica Scandinavica,Wiley,2020-09-30
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1177/1747493019851285,candidate,na,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304546,NA,FALSE,hybrid,"1747-4930,1747-4949",International Journal of Stroke,SAGE Publications,2019-05-15
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1002/brb3.662,supervisor,last,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304547,NA,FALSE,gold,2162-3279,Brain and Behavior,Wiley,2017-03-30
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1161/STROKEAHA.121.038350,supervisor,last,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304548,NA,FALSE,bronze,"0039-2499,1524-4628",Stroke,Ovid Technologies (Wolters Kluwer Health),2022-05-06
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.3389/fnins.2021.740639,supervisor,last,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304549,NA,FALSE,gold,1662-453X,Frontiers in Neuroscience,Frontiers Media SA,2021-11-03
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1161/STROKEAHA.120.030118,supervisor,last,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304550,NA,FALSE,bronze,"0039-2499,1524-4628",Stroke,Ovid Technologies (Wolters Kluwer Health),2020-10-01
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1161/STROKEAHA.120.031264,supervisor,last,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304551,NA,FALSE,bronze,"0039-2499,1524-4628",Stroke,Ovid Technologies (Wolters Kluwer Health),2020-12-01
48,t truc my nguyen,marieke j h wermer,the netherlands,leiden umc,neurology,10.1161/STROKEAHA.121.036233,supervisor,last,no,2022,triage of stroke patients in the chain of acute stroke care,https://hdl.handle.net/1887/3304552,NA,FALSE,closed,"0039-2499,1524-4628",Stroke,Ovid Technologies (Wolters Kluwer Health),2021-12-16
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1016/j.pec.2021.08.034,candidate,na,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307663,NA,FALSE,hybrid,0738-3991,Patient Education and Counseling,Elsevier BV,2021-08-01
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1111/hex.13015,candidate,na,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307664,NA,FALSE,gold,"1369-6513,1369-7625",Health Expectations,Wiley,2020-04-01
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1002/pon.4923,candidate,na,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307666,NA,FALSE,closed,1057-9249,Psycho-Oncology,Wiley,2018-11-08
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1002/cam4.4145,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307667,NA,FALSE,gold,"2045-7634,2045-7634",Cancer Medicine,Wiley,2021-07-30
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1080/09638288.2018.1534996,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307668,NA,FALSE,hybrid,"0963-8288,1464-5165",Disability and Rehabilitation,Informa UK Limited,2019-01-27
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1007/s00415-022-10969-4,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307669,NA,FALSE,hybrid,"0340-5354,1432-1459",Journal of Neurology,Springer Science and Business Media LLC,2022-01-27
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1111/hex.13500,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307670,NA,FALSE,NA,NA,NA,NA,NA
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1136/bmjopen-2019-032483,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307671,NA,FALSE,gold,"2044-6055,2044-6055",BMJ Open,BMJ,2019-12-01
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1177/0194599817695800,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307672,NA,FALSE,bronze,"0194-5998,1097-6817",Otolaryngology–Head and Neck Surgery,SAGE Publications,2017-03-07
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1080/0284186X.2019.1594363,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307673,NA,FALSE,bronze,"0284-186X,1651-226X",Acta Oncologica,Informa UK Limited,2019-04-11
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1016/j.clbc.2017.11.013,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307674,NA,FALSE,hybrid,1526-8209,Clinical Breast Cancer,Elsevier BV,2018-04-01
49,hanna bomhof-roordink,anne m stiggelbout,the netherlands,leiden umc,biomedical data sciences,10.1177/0272989X211056334,supervisor,last,no,2022,measuring shared decision making in oncology: an informed approach,https://hdl.handle.net/1887/3307675,NA,FALSE,hybrid,"0272-989X,1552-681X",Medical Decision Making,SAGE Publications,2021-11-02
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.1183/13993003.01193-2018,candidate,na,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304482,NA,FALSE,hybrid,"0903-1936,1399-3003",European Respiratory Journal,European Respiratory Society (ERS),2019-02-01
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.1186/s12931-019-1255-z,candidate,na,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304483,NA,FALSE,gold,1465-993X,Respiratory Research,Springer Science and Business Media LLC,2019-12-01
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.1016/S2214-109X(21)00456-3,candidate,na,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304484,NA,FALSE,gold,2214-109X,The Lancet Global Health,Elsevier BV,2022-01-01
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.3390/ijerph17093009,supervisor,last,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304485,NA,FALSE,gold,1660-4601,International Journal of Environmental Research and Public Health,MDPI AG,2020-04-26
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.21037/jtd.2020.04.01,supervisor,last,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304486,NA,FALSE,gold,"2072-1439,2077-6624",Journal of Thoracic Disease,AME Publishing Company,2020-05-01
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.1186/s12890-020-01213-8,supervisor,last,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304487,NA,FALSE,gold,1471-2466,BMC Pulmonary Medicine,Springer Science and Business Media LLC,2020-06-18
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.1155/2020/5735128,supervisor,last,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304488,NA,FALSE,gold,"1198-2241,1916-7245",Canadian Respiratory Journal,Hindawi Limited,2020-04-25
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.2196/12278,supervisor,last,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304490,NA,FALSE,gold,1438-8871,Journal of Medical Internet Research,JMIR Publications Inc.,2019-11-11
50,evelyn a brakema,niels h chavannes,the netherlands,leiden umc,public health,10.2147/COPD.S293241,supervisor,last,no,2022,tackling chronic respiratory disease in low-resource settings,https://hdl.handle.net/1887/3304491,NA,FALSE,gold,1178-2005,International Journal of Chronic Obstructive Pulmonary Disease,Informa UK Limited,2021-03-01
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1007/s10067-021-05684-w,candidate,na,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,hybrid,"0770-3198,1434-9949",Clinical Rheumatology,Springer Science and Business Media LLC,2021-04-27
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1212/NXI.0000000000000847,candidate,na,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,gold,2332-7812,Neurology - Neuroimmunology Neuroinflammation,Ovid Technologies (Wolters Kluwer Health),2020-07-27
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1016/j.jinf.2021.03.016,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,hybrid,0163-4453,Journal of Infection,Elsevier BV,2021-05-01
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1093/cid/ciaa1623,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,hybrid,"1058-4838,1537-6591",Clinical Infectious Diseases,Oxford University Press (OUP),2020-10-09
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1016/j.ijid.2021.08.069,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,gold,1201-9712,International Journal of Infectious Diseases,Elsevier BV,2021-10-01
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1093/jnen/nly077,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,hybrid,"0022-3069,1554-6578",Journal of Neuropathology & Experimental Neurology,Oxford University Press (OUP),2018-08-28
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1177/2396987320971112,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,hybrid,"2396-9873,2396-9881",European Stroke Journal,SAGE Publications,2020-11-11
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.1093/cid/ciz649,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,hybrid,"1058-4838,1537-6591",Clinical Infectious Diseases,Oxford University Press (OUP),2019-07-12
51,daan fritz,diederik van de beek,the netherlands,amsterdam umc,neurology,10.3390/cells10020279,supervisor,last,no,2022,neurosarcoidosis,https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3,NA,FALSE,gold,2073-4409,Cells,MDPI AG,2021-01-30
