pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link,oa_status_unpaywall,issn,journal,publisher,publication_date_unpaywall,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,downloaded,oa_status
60,laura koekkoek,susanne e la fleur,the netherlands,amsterdam umc,endocrinology,10.1038/ijo.2017.199,supervisor,last,no,2022,striatal and hypothalamic control of food intake and glucose metabolism,https://hdl.handle.net/11245.1/48ee6fc9-f8d2-4fa6-91d5-be9ec47a4ad4,closed,"0307-0565,1476-5497",International Journal of Obesity,Springer Science and Business Media LLC,16/08/2017,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1016/j.ijnurstu.2020.103852,candidate,na,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,closed,0020-7489,International Journal of Nursing Studies,Elsevier BV,01/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1016/j.ijnurstu.2021.104005,candidate,na,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,green,0020-7489,International Journal of Nursing Studies,Elsevier BV,01/09/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1007/s00134-018-5381-8,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,closed,"0342-4642,1432-1238",Intensive Care Medicine,Springer Science and Business Media LLC,25/09/2018,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1111/aas.13536,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,closed,"0001-5172,1399-6576",Acta Anaesthesiologica Scandinavica,Wiley,09/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1371/journal.pone.0198522,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),13/06/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1016/j.jcrc.2019.10.014,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,closed,0883-9441,Journal of Critical Care,Elsevier BV,01/02/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1111/jgs.16624,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,closed,"0002-8614,1532-5415",Journal of the American Geriatrics Society,Wiley,27/06/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1016/j.jcrc.2018.10.027,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,closed,0883-9441,Journal of Critical Care,Elsevier BV,01/02/2019,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
61,marga eline hoogendoorn,nicolette f de keizer,the netherlands,amsterdam umc,intensive care,10.1186/s13054-018-2274-8,supervisor,last,no,2022,quantification of nursing workload and the need for nursing staff in intensive care,https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8,gold,1364-8535,Critical Care,Springer Science and Business Media LLC,01/12/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1002/da.23127,candidate,na,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,hybrid,"1091-4269,1520-6394",Depression and Anxiety,Wiley,18/12/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1080/20008198.2021.1968613,candidate,na,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,gold,"2000-8198,2000-8066",European Journal of Psychotraumatology,Informa UK Limited,01/01/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1371/journal.pone.0231390,candidate,na,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),15/04/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1016/j.nicl.2021.102787,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,gold,2213-1582,NeuroImage: Clinical,Elsevier BV,01/01/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.3389/fpsyt.2020.550165,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,gold,1664-0640,Frontiers in Psychiatry,Frontiers Media SA,22/01/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1111/ner.13243,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,hybrid,"1094-7159,1525-1403",Neuromodulation: Technology at the Neural Interface,Wiley,20/07/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.4088/JCP.20m13754,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,closed,1555-2101,The Journal of Clinical Psychiatry,"Physicians Postgraduate Press, Inc",02/11/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1093/brain/awaa100,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,hybrid,"0006-8950,1460-2156",Brain,Oxford University Press (OUP),30/04/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1017/S0033291721001781,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,hybrid,"0033-2917,1469-8978",Psychological Medicine,Cambridge University Press (CUP),24/06/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
62,inge j jager,damiaan denys,the netherlands,amsterdam umc,psychiatry,10.1016/j.jneumeth.2021.109240,supervisor,last,no,2022,misophonia revised,https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94,hybrid,0165-0270,Journal of Neuroscience Methods,Elsevier BV,01/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1148/ryct.2020200004,candidate,na,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,green,2638-6135,Radiology: Cardiothoracic Imaging,Radiological Society of North America (RSNA),01/10/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.3389/fbioe.2021.725833,candidate,na,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,gold,2296-4185,Frontiers in Bioengineering and Biotechnology,Frontiers Media SA,17/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1002/jmri.27905,candidate,na,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,hybrid,"1053-1807,1522-2586",Journal of Magnetic Resonance Imaging,Wiley,12/09/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1007/s10334-019-00824-5,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,hybrid,"0968-5243,1352-8661","Magnetic Resonance Materials in Physics, Biology and Medicine",Springer Science and Business Media LLC,16/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1007/s10334-021-00973-6,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,hybrid,"0968-5243,1352-8661","Magnetic Resonance Materials in Physics, Biology and Medicine",Springer Science and Business Media LLC,15/11/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.3389/fphys.2021.645205,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,20/04/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1371/journal.pone.0213107,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),04/03/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1002/mrm.27158,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,green,"0740-3194,1522-2594",Magnetic Resonance in Medicine,Wiley,05/03/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1002/jmri.27531,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,hybrid,"1053-1807,1522-2586",Journal of Magnetic Resonance Imaging,Wiley,10/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
63,carmen p s blanken,aart j nederveen,the netherlands,amsterdam umc,radiology,10.1186/s41747-018-0079-9,supervisor,last,no,2022,valvular and coronary blood flow quantification by cardiac 4d flow mri,https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7,gold,2509-9280,European Radiology Experimental,Springer Science and Business Media LLC,06/02/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.14814/phy2.15022,candidate,na,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,gold,"2051-817X,2051-817X",Physiological Reports,Wiley,01/09/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.3389/fphys.2021.709844,candidate,na,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,25/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.3389/fphys.2021.708650,candidate,na,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,15/07/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1111/apha.13707,candidate,na,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,closed,"1748-1708,1748-1716",Acta Physiologica,Wiley,09/07/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.3389/fphys.2021.748203,candidate,na,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,24/11/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.3389/fphys.2021.737609,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,gold,1664-042X,Frontiers in Physiology,Frontiers Media SA,22/10/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1093/cvr/cvaa253,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,hybrid,"0008-6363,1755-3245",Cardiovascular Research,Oxford University Press (OUP),27/08/2020,TRUE,"general-purpose repository, data availability statement",TRUE,author contribution acquisition of data: bjd md vmfm mjj jh ph mas to rc analysis or interpretation of data: bjd md vmfm mjj to ja ks rc drafting the manuscript: bjd mjj rc critically editing the manuscript: vmfm to ja ks data availability the data is available at https://github.com/bjboukens/data-cvr-2019-1316r2.    data availability the data is available at https://github.com/bjboukens/data-cvr-2019,author contribution acquisition of data: bjd md vmfm mjj jh ph mas to rc analysis or interpretation of data: bjd md vmfm mjj to ja ks rc drafting the manuscript: bjd mjj rc critically editing the manuscript: vmfm to ja ks data availability the data is available at https://github.com/bjboukens/data-cvr-2019-1316r2.,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1016/j.hrthm.2019.12.022,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,green,1547-5271,Heart Rhythm,Elsevier BV,01/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1053/j.jvca.2020.09.119,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,closed,1053-0770,Journal of Cardiothoracic and Vascular Anesthesia,Elsevier BV,01/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1016/j.jacep.2020.06.027,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c0,hybrid,2405-500X,JACC: Clinical Electrophysiology,Elsevier BV,01/10/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1016/j.bioelechem.2021.107810,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c1,hybrid,1567-5394,Bioelectrochemistry,Elsevier BV,01/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1038/s41467-018-06530-5,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c2,gold,2041-1723,Nature Communications,Springer Science and Business Media LLC,19/10/2018,TRUE,field-specific repository,FALSE,rna sequencing data that support the ﬁndings of this study have been deposited in geo with the accession code gse117801.,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1371/journal.pone.0183481,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c3,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),24/08/2017,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
64,lisa amalie gottlieb,ruben coronel,the netherlands,amsterdam umc,cardiology,10.1016/j.hrthm.2020.09.020,supervisor,last,no,2022,atrial fibrillation and the pulmonary veins,https://hdl.handle.net/11245.1/307181c8-917a-4ec4-a112-827ade1696c4,hybrid,1547-5271,Heart Rhythm,Elsevier BV,01/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.1016/j.jpeds.2021.12.054,candidate,na,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,hybrid,0022-3476,The Journal of Pediatrics,Elsevier BV,01/12/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.3389/fped.2021.630462,candidate,na,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,2296-2360,Frontiers in Pediatrics,Frontiers Media SA,04/02/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.3389/fped.2020.627957,candidate,na,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,2296-2360,Frontiers in Pediatrics,Frontiers Media SA,21/01/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.1007/s00330-019-06367-6,candidate,na,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,hybrid,"0938-7994,1432-1084",European Radiology,Springer Science and Business Media LLC,19/08/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.1016/j.jaci.2018.01.039,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,hybrid,0091-6749,Journal of Allergy and Clinical Immunology,Elsevier BV,01/10/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.1182/bloodadvances.2020002442,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,"2473-9529,2473-9537",Blood Advances,American Society of Hematology,25/01/2021,TRUE,field-specific repository,FALSE,26 january 2021 x volume 5 number 2  the .raw ms files and search/identification files obtained with maxquant have been deposited in the proteomexchange consortium via the pride partner repository with the dataset identifier pxd017784.,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.3389/fimmu.2018.02442,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,1664-3224,Frontiers in Immunology,Frontiers Media SA,23/10/2018,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.3389/fimmu.2021.678030,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,1664-3224,Frontiers in Immunology,Frontiers Media SA,31/05/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.1111/cei.13300,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,green,"0009-9104,1365-2249",Clinical & Experimental Immunology,Wiley,16/04/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.3389/fimmu.2019.02144,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,1664-3224,Frontiers in Immunology,Frontiers Media SA,11/09/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.3389/fonc.2020.01110,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,2234-943X,Frontiers in Oncology,Frontiers Media SA,21/07/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
65,diana van stijn,taco w kuijpers,the netherlands,amsterdam umc,immunology,10.1371/journal.pone.0223264,supervisor,last,no,2022,cardiovascular pathology in kawasaki disease,https://hdl.handle.net/11245.1/8bc0bb2b-1165-45da-96e6-908a6bc9570c,gold,1932-6203,PLOS ONE,Public Library of Science (PLoS),15/10/2019,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1111/apt.16447,candidate,na,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"0269-2813,1365-2036",Alimentary Pharmacology & Therapeutics,Wiley,11/06/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1177/2050640620953754,candidate,na,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"2050-6406,2050-6414",United European Gastroenterology Journal,Wiley,12/01/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.14309/ajg.0000000000001064,candidate,na,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,closed,"0002-9270,1572-0241",American Journal of Gastroenterology,Ovid Technologies (Wolters Kluwer Health),08/12/2020,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1111/nmo.14250,candidate,na,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"1350-1925,1365-2982",Neurogastroenterology & Motility,Wiley,26/08/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1001/jama.2019.8859,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,green,0098-7484,JAMA,American Medical Association (AMA),09/07/2019,TRUE,data availability statement,FALSE,data sharing statement: see supplement 4. references 1. boeckxstaens ge. the lower oesophageal sphincter. neurogastroenterol motil. 2005;17(suppl 1):13-21. doi,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1111/nmo.14069,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"1350-1925,1365-2982",Neurogastroenterology & Motility,Wiley,31/12/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1111/nmo.13195,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,closed,1350-1925,Neurogastroenterology & Motility,Wiley,24/08/2017,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1111/apt.14057,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,bronze,0269-2813,Alimentary Pharmacology & Therapeutics,Wiley,06/04/2017,FALSE,NA,FALSE,NA,NA,TRUE,FALSE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1136/gutjnl-2020-320772,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"0017-5749,1468-3288",Gut,BMJ,21/05/2020,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1080/00365521.2021.1902559,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"0036-5521,1502-7708",Scandinavian Journal of Gastroenterology,Informa UK Limited,09/04/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
66,renske anne berndien oude nijhuis,albert j bredenoord,the netherlands,amsterdam umc,gastroenterology,10.1111/nmo.14291,supervisor,last,no,2022,moving forward: new insights into esophageal motility disorders,https://hdl.handle.net/11245.1/bef0a99c-5792-4e03-a2a8-e904eb662ca0,hybrid,"1350-1925,1365-2982",Neurogastroenterology & Motility,Wiley,18/11/2021,FALSE,NA,FALSE,NA,NA,TRUE,TRUE
