"","pair","country","institute","subfield","doi","owner","position_author_supervisor","concern_methods_tools_devlpmnt_or_review","thesis_year","thesis_title","thesis_link","oa_status_unpaywall","issn","journal","publisher","publication_date_unpaywall","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","downloaded","oa_status","numbat","referenceid","dup","category_numbat_true_false","is_open_data_manually_verified","category","open_data_ever","open_data_numbat_ever"
"142",43,"the netherlands","leiden umc","cancer","10.7150/thno.34429","candidate","na","no",2021,"combinatorial prospects of nanoparticle mediated immunotherapy of cancer","https://hdl.handle.net/1887/3191984","gold","1838-7640","Theranostics","Ivyspring International Publisher","1/1/19",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"143",43,"the netherlands","leiden umc","cancer","10.1016/j.biomaterials.2019.119417","candidate","na","no",2021,"combinatorial prospects of nanoparticle mediated immunotherapy of cancer","https://hdl.handle.net/1887/3191985","closed","0142-9612","Biomaterials","Elsevier BV","1/11/19",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,0,0
"144",44,"the netherlands","leiden umc","infection","10.4269/ajtmh.18-0194","candidate","na","no",2021,"controlled human infection models as a tool for malaria and schistosomiasis vaccine research","https://hdl.handle.net/1887/3185762","green","0002-9637,1476-1645","The American Journal of Tropical Medicine and Hygiene","American Society of Tropical Medicine and Hygiene","5/9/18",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"145",44,"the netherlands","leiden umc","infection","10.1038/s41591-020-0759-x","candidate","na","no",2021,"controlled human infection models as a tool for malaria and schistosomiasis vaccine research","https://hdl.handle.net/1887/3185761","bronze","1078-8956,1546-170X","Nature Medicine","Springer Science and Business Media LLC","17/02/2020",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,0,0
"146",45,"the netherlands","leiden umc","biology","10.1093/bib/bbab006","candidate","na","no",2021,"neuroimmune guidance cues for vascular health","https://hdl.handle.net/1887/3176518","hybrid","1467-5463,1477-4054","Briefings in Bioinformatics","Oxford University Press (OUP)","26/02/2021",TRUE,"general-purpose repository",TRUE,"data availability statement the curated gene protein interaction data and disease gene association data underlyting this article are available in the gp-bench github repository at https://github.com/huayu-zha ng/gp-bench.","the pgi network and the pipeline for algorithm benchmarking were made available online (https://github.com/huayu-zhang/gp-bench).;     data availability statement the curated gene protein interaction data and disease gene association data underlyting this article are available in the gp-bench github repository at https://github.com/huayu-zha ng/gp-bench.",TRUE,TRUE,"open_data",27,FALSE,TRUE,TRUE,1,0,0
"147",45,"the netherlands","leiden umc","biology","10.1177/1753425920966645","candidate","na","no",2021,"neuroimmune guidance cues for vascular health","https://hdl.handle.net/1887/3176520","gold","1753-4259,1753-4267","Innate Immunity","SAGE Publications","26/11/2020",TRUE,"field-specific repository, supplement",FALSE,"omics data access transcriptome (gse98209 last downloaded on 15 january 2015) and mirna (gse52986 last downloaded on 1 october 201810) profiling data of human monocytes were obtained from the gene expression omnibus (geo) repository using the ‘geoquery’ package from r bioconductor according to the developer’s manual.11 qki eclip data were downloaded   zhang et al. from the encode website (encsr366yog last downloaded on 23 september 2018).12 a summary of in-house and online data used in this article is provided in supplemental table s1.;     data were deposited in geo under accession number gse74887.   the mirna target sites were filtered by the mirna expression levels given from the monocyte mirna microarray (gse5298610; supplemental table s1 data set 4; expression level in top 50%) and by mirna targeting strength score (mirsvr score < –1).;     results axonal guidance pathway is significantly altered in monocyte-to-macrophage differentiation in order to assess the relevance of the axon guidance pathway in monocyte-to-macrophage differentiation we extracted transcriptome profiling data of human pbmcs and monocyte-derived macrophages (supplemental table s1 data set 1) and of thp-1 cells and thp-1 macrophages (supplemental table s1 data set 2).;     significant expression of ngcs from different classes was detected in primary human monocytes and macrophages (figure 1a and supplemental table s1 data set 1) and in thp-i cells and thp-i macrophages (supplemental figure s5 and supplemental table s1 data set 2).;     transcriptome profiling was done using the rna-seq method in both freshly isolated pbmcs and monocytederived macrophages (figure 4a and supplemental table s1 data set 3).;     moreover the qre was  experimentally verified with clip-seq methods in the k562 myeloid cell line (figure 6 and supplemental table s1 data set 5).",NA,TRUE,TRUE,"open_data",28,FALSE,TRUE,TRUE,1,0,0
"148",45,"the netherlands","leiden umc","biology","10.1016/j.biocel.2021.105960","candidate","na","no",2021,"neuroimmune guidance cues for vascular health","https://hdl.handle.net/1887/3176519","hybrid","1357-2725","The International Journal of Biochemistry & Cell Biology","Elsevier BV","1/5/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"149",45,"the netherlands","leiden umc","biology","10.3390/ijms21041471","candidate","na","no",2021,"neuroimmune guidance cues for vascular health","https://hdl.handle.net/1887/3176521","gold","1422-0067","International Journal of Molecular Sciences","MDPI AG","21/02/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"150",46,"the netherlands","leiden umc","immunotherapy","10.1016/j.ygyno.2020.09.024","candidate","na","no",2021,"towards a tailored therapeutic approach for vulvar cancer patients","https://hdl.handle.net/1887/3180650","hybrid","0090-8258","Gynecologic Oncology","Elsevier BV","1/12/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"151",46,"the netherlands","leiden umc","immunotherapy","10.1111/his.14109","candidate","na","no",2021,"towards a tailored therapeutic approach for vulvar cancer patients","https://hdl.handle.net/1887/3180652","hybrid","0309-0167,1365-2559","Histopathology","Wiley","7/6/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"152",46,"the netherlands","leiden umc","immunotherapy","10.1097/PGP.0000000000000631","candidate","na","no",2021,"towards a tailored therapeutic approach for vulvar cancer patients","https://hdl.handle.net/1887/3180654","hybrid","0277-1691","International Journal of Gynecological Pathology","Ovid Technologies (Wolters Kluwer Health)","26/08/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"153",46,"the netherlands","leiden umc","immunotherapy","10.1136/jitc-2021-003671","candidate","na","no",2021,"towards a tailored therapeutic approach for vulvar cancer patients","https://hdl.handle.net/1887/3180651","gold","2051-1426","Journal for ImmunoTherapy of Cancer","BMJ","1/10/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"154",46,"the netherlands","leiden umc","immunotherapy","10.1186/s40425-019-0712-z","candidate","na","no",2021,"towards a tailored therapeutic approach for vulvar cancer patients","https://hdl.handle.net/1887/3180653","gold","2051-1426","Journal for ImmunoTherapy of Cancer","BMJ","3/9/19",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"155",47,"the netherlands","leiden umc","cardiology","10.1093/europace/euab003","candidate","na","no",2022,"new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome","https://hdl.handle.net/1887/3307420","closed","1099-5129,1532-2092","EP Europace","Oxford University Press (OUP)","7/2/21",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,1,0,0
"156",47,"the netherlands","leiden umc","cardiology","10.1016/j.jacep.2018.01.013","candidate","na","no",2022,"new insights on post-myocardial infarction ventricular tachycardia ablation: defining patient-tailored endpoints to improve outcome","https://hdl.handle.net/1887/3307421","closed","2405-500X","JACC: Clinical Electrophysiology","Elsevier BV","1/3/18",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,1,0,0
"157",48,"the netherlands","leiden umc","neurology","10.3390/ijms22010135","candidate","na","no",2022,"triage of stroke patients in the chain of acute stroke care","https://hdl.handle.net/1887/3304543","gold","1422-0067","International Journal of Molecular Sciences","MDPI AG","24/12/2020",TRUE,"field-specific repository, data availability statement",FALSE,"publicly available srna-seq data of an independent study cohort were retrieved from the ncbi sequence read archive (project identifier srp133275) [8].;     data availability statement: the sequencing data presented in this study are openly available in the european nucleotide archive (ena) at embl-ebi under accession number prjeb40899.      data availability statement: the sequencing data presented in this study are openly available in the european nucleotide archive (ena) at embl-ebi under accession number prjeb40899",NA,TRUE,TRUE,"open_data",29,FALSE,TRUE,TRUE,1,0,0
"158",48,"the netherlands","leiden umc","neurology","10.1111/ane.13341","candidate","na","no",2022,"triage of stroke patients in the chain of acute stroke care","https://hdl.handle.net/1887/3304545","hybrid","0001-6314,1600-0404","Acta Neurologica Scandinavica","Wiley","30/09/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"159",48,"the netherlands","leiden umc","neurology","10.1177/1747493019851285","candidate","na","no",2022,"triage of stroke patients in the chain of acute stroke care","https://hdl.handle.net/1887/3304546","hybrid","1747-4930,1747-4949","International Journal of Stroke","SAGE Publications","15/05/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"160",48,"the netherlands","leiden umc","neurology","10.1001/jamaneurol.2020.4418","candidate","na","no",2022,"triage of stroke patients in the chain of acute stroke care","https://hdl.handle.net/1887/3304544","green","2168-6149","JAMA Neurology","American Medical Association (AMA)","1/2/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"161",49,"the netherlands","leiden umc","biomedical data sciences","10.1016/j.pec.2021.08.034","candidate","na","no",2022,"measuring shared decision making in oncology: an informed approach","https://hdl.handle.net/1887/3307663","hybrid","0738-3991","Patient Education and Counseling","Elsevier BV","1/8/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"162",49,"the netherlands","leiden umc","biomedical data sciences","10.1111/hex.13015","candidate","na","no",2022,"measuring shared decision making in oncology: an informed approach","https://hdl.handle.net/1887/3307664","gold","1369-6513,1369-7625","Health Expectations","Wiley","1/4/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"163",49,"the netherlands","leiden umc","biomedical data sciences","10.1002/pon.4923","candidate","na","no",2022,"measuring shared decision making in oncology: an informed approach","https://hdl.handle.net/1887/3307666","closed","1057-9249","Psycho-Oncology","Wiley","8/11/18",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,1,0,0
"164",50,"the netherlands","leiden umc","public health","10.1183/13993003.01193-2018","candidate","na","no",2022,"tackling chronic respiratory disease in low-resource settings","https://hdl.handle.net/1887/3304482","hybrid","0903-1936,1399-3003","European Respiratory Journal","European Respiratory Society (ERS)","1/2/19",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"165",50,"the netherlands","leiden umc","public health","10.1186/s12931-019-1255-z","candidate","na","no",2022,"tackling chronic respiratory disease in low-resource settings","https://hdl.handle.net/1887/3304483","gold","1465-993X","Respiratory Research","Springer Science and Business Media LLC","1/12/19",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"166",50,"the netherlands","leiden umc","public health","10.1016/S2214-109X(21)00456-3","candidate","na","no",2022,"tackling chronic respiratory disease in low-resource settings","https://hdl.handle.net/1887/3304484","gold","2214-109X","The Lancet Global Health","Elsevier BV","1/1/22",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"167",51,"the netherlands","amsterdam umc","neurology","10.1007/s10067-021-05684-w","candidate","na","no",2022,"neurosarcoidosis","https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3","hybrid","0770-3198,1434-9949","Clinical Rheumatology","Springer Science and Business Media LLC","27/04/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"168",51,"the netherlands","amsterdam umc","neurology","10.1212/NXI.0000000000000847","candidate","na","no",2022,"neurosarcoidosis","https://hdl.handle.net/11245.1/233ba0e3-4cd7-421f-bc81-e1ad2e2938b3","gold","2332-7812","Neurology - Neuroimmunology Neuroinflammation","Ovid Technologies (Wolters Kluwer Health)","27/07/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"169",52,"the netherlands","amsterdam umc","public health","10.1111/hsc.12828","candidate","na","no",2022,"quitting to win","https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af","hybrid","0966-0410,1365-2524","Health & Social Care in the Community","Wiley","25/08/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,1
"170",52,"the netherlands","amsterdam umc","public health","10.1016/j.midw.2021.102985","candidate","na","no",2022,"quitting to win","https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af","hybrid","0266-6138","Midwifery","Elsevier BV","1/7/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,1
"171",52,"the netherlands","amsterdam umc","public health","10.2196/24112","candidate","na","no",2022,"quitting to win","https://hdl.handle.net/11245.1/032b6554-505c-4928-9466-738b6dac93af","gold","2561-326X","JMIR Formative Research","JMIR Publications Inc.","4/8/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,1
"172",53,"the netherlands","amsterdam umc","radiology","10.1016/j.clinimag.2019.10.007","candidate","na","no",2022,"mri for gastrointestinal diseases","https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501","hybrid","0899-7071","Clinical Imaging","Elsevier BV","1/2/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"173",53,"the netherlands","amsterdam umc","radiology","10.1111/nmo.14062","candidate","na","no",2022,"mri for gastrointestinal diseases","https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501","hybrid","1350-1925,1365-2982","Neurogastroenterology & Motility","Wiley","27/12/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"174",53,"the netherlands","amsterdam umc","radiology","10.1093/ecco-jcc/jjab168","candidate","na","no",2022,"mri for gastrointestinal diseases","https://hdl.handle.net/11245.1/ba922be8-fd43-4781-ba15-17f5cc750501","hybrid","1873-9946,1876-4479","Journal of Crohn's and Colitis","Oxford University Press (OUP)","2/10/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"175",54,"the netherlands","amsterdam umc","respiratory medicine","10.1016/j.jaci.2020.05.038","candidate","na","no",2022,"omics-guided precision medicine","https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973","hybrid","0091-6749","Journal of Allergy and Clinical Immunology","Elsevier BV","1/11/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"176",54,"the netherlands","amsterdam umc","respiratory medicine","10.1016/j.jaci.2020.04.018","candidate","na","no",2022,"omics-guided precision medicine","https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973","green","0091-6749","Journal of Allergy and Clinical Immunology","Elsevier BV","1/1/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"177",54,"the netherlands","amsterdam umc","respiratory medicine","10.1183/13993003.02603-2021","candidate","na","no",2022,"omics-guided precision medicine","https://hdl.handle.net/11245.1/fece32f8-af2e-4d96-88fe-56595d33e973","closed","0903-1936,1399-3003","European Respiratory Journal","European Respiratory Society (ERS)","25/11/2021",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,1,0,0
"178",55,"the netherlands","amsterdam umc","pathology","10.1093/ckj/sfz145","candidate","na","no",2022,"the role of platelets in diabetic nephropathy and renal fibrosis","https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982","gold","2048-8513","Clinical Kidney Journal","Oxford University Press (OUP)","23/10/2019",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,1,0
"179",55,"the netherlands","amsterdam umc","pathology","10.1038/s41598-018-23839-9","candidate","na","no",2022,"the role of platelets in diabetic nephropathy and renal fibrosis","https://hdl.handle.net/11245.1/a884c536-8c35-40e9-9318-0dbdd63ea982","gold","2045-2322","Scientific Reports","Springer Science and Business Media LLC","3/4/18",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,1,0
"180",56,"the netherlands","amsterdam umc","medical biology","10.1002/jor.25068","candidate","na","no",2022,"on the cornerstone of our body: functional and clinical anatomy of the hindfoot","https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce","hybrid","0736-0266,1554-527X","Journal of Orthopaedic Research","Wiley","12/5/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,0
"181",56,"the netherlands","amsterdam umc","medical biology","10.1002/ca.23525","candidate","na","no",2022,"on the cornerstone of our body: functional and clinical anatomy of the hindfoot","https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce","hybrid","0897-3806,1098-2353","Clinical Anatomy","Wiley","6/12/19",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,0
"182",56,"the netherlands","amsterdam umc","medical biology","10.1002/jor.24163","candidate","na","no",2022,"on the cornerstone of our body: functional and clinical anatomy of the hindfoot","https://hdl.handle.net/11245.1/4ada7296-087c-4d9b-9d1e-e668749d59ce","bronze","0736-0266,1554-527X","Journal of Orthopaedic Research","Wiley","29/11/2018",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,1,0
"183",57,"the netherlands","amsterdam umc","radiation oncology","10.1186/s13014-020-1461-3","candidate","na","no",2022,"individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation","https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121","gold","1748-717X","Radiation Oncology","Springer Science and Business Media LLC","13/01/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,0
"184",57,"the netherlands","amsterdam umc","radiation oncology","10.1186/s13014-020-01597-1","candidate","na","no",2022,"individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation","https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121","gold","1748-717X","Radiation Oncology","Springer Science and Business Media LLC","9/7/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,0
"185",57,"the netherlands","amsterdam umc","radiation oncology","10.1186/s13014-021-01866-7","candidate","na","no",2022,"individualized neo adjuvant external beam radiotherapy for rectal cancer: from concept to clinical implementation","https://hdl.handle.net/11245.1/6238b6f1-8ac7-48e5-bc72-744773a3c121","gold","1748-717X","Radiation Oncology","Springer Science and Business Media LLC","23/07/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,0
"186",58,"the netherlands","amsterdam umc","internal medicine","10.1093/infdis/jiaa048","candidate","na","no",2022,"disentangling health risks for people ageing with - or whilst at risk of acquiring - hiv in the netherlands","https://hdl.handle.net/11245.1/900cbfef-4e51-4968-bb07-f12ac1840b41","green","0022-1899,1537-6613","The Journal of Infectious Diseases","Oxford University Press (OUP)","31/01/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"187",58,"the netherlands","amsterdam umc","internal medicine","10.1016/S2666-7568(21)00033-7","candidate","na","no",2022,"disentangling health risks for people ageing with - or whilst at risk of acquiring - hiv in the netherlands","https://hdl.handle.net/11245.1/900cbfef-4e51-4968-bb07-f12ac1840b41","gold","2666-7568","The Lancet Healthy Longevity","Elsevier BV","1/4/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"188",58,"the netherlands","amsterdam umc","internal medicine","10.1371/journal.pone.0251205","candidate","na","no",2022,"disentangling health risks for people ageing with - or whilst at risk of acquiring - hiv in the netherlands","https://hdl.handle.net/11245.1/900cbfef-4e51-4968-bb07-f12ac1840b41","gold","1932-6203","PLOS ONE","Public Library of Science (PLoS)","5/5/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"189",58,"the netherlands","amsterdam umc","internal medicine","10.1093/infdis/jiy653","candidate","na","no",2022,"disentangling health risks for people ageing with - or whilst at risk of acquiring - hiv in the netherlands","https://hdl.handle.net/11245.1/900cbfef-4e51-4968-bb07-f12ac1840b41","closed","0022-1899,1537-6613","The Journal of Infectious Diseases","Oxford University Press (OUP)","12/11/18",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,0,0
"190",59,"the netherlands","amsterdam umc","molecular medicine","10.1128/Spectrum.00207-21","candidate","na","no",2022,"tenascin c","https://hdl.handle.net/11245.1/a9c13fd3-99f3-4e57-aad8-318ff0da4eee","gold","2165-0497","Microbiology Spectrum","American Society for Microbiology","28/07/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,1
"191",59,"the netherlands","amsterdam umc","molecular medicine","10.3389/fimmu.2021.600979","candidate","na","no",2022,"tenascin c","https://hdl.handle.net/11245.1/a9c13fd3-99f3-4e57-aad8-318ff0da4eee","gold","1664-3224","Frontiers in Immunology","Frontiers Media SA","11/3/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,1,1
"192",59,"the netherlands","amsterdam umc","molecular medicine","10.1016/j.cyto.2020.155181","candidate","na","no",2022,"tenascin c","https://hdl.handle.net/11245.1/a9c13fd3-99f3-4e57-aad8-318ff0da4eee","closed","1043-4666","Cytokine","Elsevier BV","1/9/20",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,1,1
"193",59,"the netherlands","amsterdam umc","molecular medicine","10.1097/SHK.0000000000001481","candidate","na","no",2022,"tenascin c","https://hdl.handle.net/11245.1/a9c13fd3-99f3-4e57-aad8-318ff0da4eee","closed","1073-2322,1540-0514","Shock","Ovid Technologies (Wolters Kluwer Health)","11/11/19",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,2,1,1
"194",60,"the netherlands","amsterdam umc","endocrinology","10.1080/1028415X.2021.1975365","candidate","na","no",2022,"striatal and hypothalamic control of food intake and glucose metabolism","https://hdl.handle.net/11245.1/48ee6fc9-f8d2-4fa6-91d5-be9ec47a4ad4","hybrid","1028-415X,1476-8305","Nutritional Neuroscience","Informa UK Limited","7/9/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"195",60,"the netherlands","amsterdam umc","endocrinology","10.1016/j.physbeh.2020.112936","candidate","na","no",2022,"striatal and hypothalamic control of food intake and glucose metabolism","https://hdl.handle.net/11245.1/48ee6fc9-f8d2-4fa6-91d5-be9ec47a4ad4","hybrid","0031-9384","Physiology & Behavior","Elsevier BV","1/8/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"196",60,"the netherlands","amsterdam umc","endocrinology","10.1096/fj.202100762R","candidate","na","no",2022,"striatal and hypothalamic control of food intake and glucose metabolism","https://hdl.handle.net/11245.1/48ee6fc9-f8d2-4fa6-91d5-be9ec47a4ad4","hybrid","0892-6638,1530-6860","The FASEB Journal","Wiley","12/8/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"197",60,"the netherlands","amsterdam umc","endocrinology","10.1111/jne.13036","candidate","na","no",2022,"striatal and hypothalamic control of food intake and glucose metabolism","https://hdl.handle.net/11245.1/48ee6fc9-f8d2-4fa6-91d5-be9ec47a4ad4","hybrid","0953-8194,1365-2826","Journal of Neuroendocrinology","Wiley","26/08/2021",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"198",61,"the netherlands","amsterdam umc","intensive care","10.1016/j.ijnurstu.2021.104005","candidate","na","no",2022,"quantification of nursing workload and the need for nursing staff in intensive care","https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8","green","0020-7489","International Journal of Nursing Studies","Elsevier BV","1/9/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,1,0,0
"199",61,"the netherlands","amsterdam umc","intensive care","10.1016/j.ijnurstu.2020.103852","candidate","na","no",2022,"quantification of nursing workload and the need for nursing staff in intensive care","https://hdl.handle.net/11245.1/db417209-0541-481f-9fa3-de5eac252be8","closed","0020-7489","International Journal of Nursing Studies","Elsevier BV","1/2/21",FALSE,NA,FALSE,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,1,0,0
"200",62,"the netherlands","amsterdam umc","psychiatry","10.1002/da.23127","candidate","na","no",2022,"misophonia revised","https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94","hybrid","1091-4269,1520-6394","Depression and Anxiety","Wiley","18/12/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"201",62,"the netherlands","amsterdam umc","psychiatry","10.1080/20008198.2021.1968613","candidate","na","no",2022,"misophonia revised","https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94","gold","2000-8198,2000-8066","European Journal of Psychotraumatology","Informa UK Limited","1/1/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"202",62,"the netherlands","amsterdam umc","psychiatry","10.1371/journal.pone.0231390","candidate","na","no",2022,"misophonia revised","https://hdl.handle.net/11245.1/829ead1a-2142-414c-aa0a-5f770bcd5f94","gold","1932-6203","PLOS ONE","Public Library of Science (PLoS)","15/04/2020",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"203",63,"the netherlands","amsterdam umc","radiology","10.1002/jmri.27905","candidate","na","no",2022,"valvular and coronary blood flow quantification by cardiac 4d flow mri","https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7","hybrid","1053-1807,1522-2586","Journal of Magnetic Resonance Imaging","Wiley","12/9/21",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
"204",63,"the netherlands","amsterdam umc","radiology","10.1148/ryct.2020200004","candidate","na","no",2022,"valvular and coronary blood flow quantification by cardiac 4d flow mri","https://hdl.handle.net/11245.1/bddeb62c-b391-4bc6-9eeb-f285fae455b7","green","2638-6135","Radiology: Cardiothoracic Imaging","Radiological Society of North America (RSNA)","1/10/20",FALSE,NA,FALSE,NA,NA,TRUE,TRUE,NA,NA,FALSE,NA,FALSE,2,0,0
