pair,phd_candidate,supervisor,country,institute,subfield,doi,owner,position_author_supervisor,concern_methods_tools_devlpmnt_or_review,thesis_year,thesis_title,thesis_link
27,myrthe margriet anne toorop,suzanne c cannegieter,the netherlands,leiden umc,epidemiology,10.1111/jth.14278,supervisor,last,no,2022,finding a new balance: from vitamin k antagonists to direct oral anticoagulants,https://hdl.handle.net/1887/3250790
27,myrthe margriet anne toorop,suzanne c cannegieter,the netherlands,leiden umc,epidemiology,10.1161/CIRCULATIONAHA.118.036248,supervisor,last,no,2022,finding a new balance: from vitamin k antagonists to direct oral anticoagulants,https://hdl.handle.net/1887/3250791
27,myrthe margriet anne toorop,suzanne c cannegieter,the netherlands,leiden umc,epidemiology,10.1055/s-0038-1670660,supervisor,last,no,2022,finding a new balance: from vitamin k antagonists to direct oral anticoagulants,https://hdl.handle.net/1887/3250792
27,myrthe margriet anne toorop,suzanne c cannegieter,the netherlands,leiden umc,epidemiology,10.1007/s10654-017-0251-1,supervisor,last,no,2022,finding a new balance: from vitamin k antagonists to direct oral anticoagulants,https://hdl.handle.net/1887/3250793
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1016/j.jclinepi.2020.01.009,candidate,na,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250835
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1002/pds.5328,candidate,na,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250836
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1177/0962280220960172,candidate,na,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250837
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1371/journal.pone.0221209,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250839
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1093/aje/kwab114,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250840
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1016/j.jclinepi.2019.11.001,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250841
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1186/s12874-018-0634-3,supervisor,first,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250842
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1371/journal.pone.0192298,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250843
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1186/s12874-018-0510-1,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250844
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1016/j.jclinepi.2018.09.001,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250845
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1186/s41512-022-00121-1,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250846
28,bas b l penning de vries,rolf h h groenwold,the netherlands,leiden umc,epidemiology,10.1177/1538574417713909,supervisor,last,no,2022,"methodological obstacles in causal inference: confounding, missing data, and measurement error",https://hdl.handle.net/1887/3250847
29,addi p l van bergen,albert m van hemert,the netherlands,leiden umc,public health monitoring,10.1186/s12939-021-01471-w,candidate,na,no,2022,measuring social exclusion in routine public health surveys,https://hdl.handle.net/1887/3250529
29,addi p l van bergen,albert m van hemert,the netherlands,leiden umc,public health monitoring,10.1371/journal.pone.0224687,candidate,na,no,2022,measuring social exclusion in routine public health surveys,https://hdl.handle.net/1887/3250530
29,addi p l van bergen,albert m van hemert,the netherlands,leiden umc,public health monitoring,10.1002/mpr.1797,supervisor,last,no,2022,measuring social exclusion in routine public health surveys,https://hdl.handle.net/1887/3250532
29,addi p l van bergen,albert m van hemert,the netherlands,leiden umc,public health monitoring,10.1002/mpr.1785,supervisor,last,no,2022,measuring social exclusion in routine public health surveys,https://hdl.handle.net/1887/3250533
29,addi p l van bergen,albert m van hemert,the netherlands,leiden umc,public health monitoring,10.1016/j.jad.2018.12.035,supervisor,last,no,2022,measuring social exclusion in routine public health surveys,https://hdl.handle.net/1887/3250534
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1126/scitranslmed.abf3637,candidate,na,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250514
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.2217/pgs-2021-0093,candidate,na,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250515
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1007/s00280-020-04089-x,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250517
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1200/JCO.18.00307,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250518
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.2217/pgs-2017-0175,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250519
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1158/1078-0432.CCR-17-3028,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250520
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1038/s41598-018-23195-8,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250521
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1038/s41431-019-0454-x,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250522
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.1007/s10549-018-4923-7,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250523
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.2217/pgs-2018-0144,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250524
30,maaike van der lee,henk-jan guchelaar,the netherlands,leiden umc,pharmacology,10.2217/pgs-2017-0047,supervisor,last,no,2022,towards solving the missing heritability in pharmacogenomics,https://hdl.handle.net/1887/3250525
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1016/j.jgo.2019.02.006,candidate,na,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244234
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1002/bjs.10828,candidate,na,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244235
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1016/j.annonc.2020.11.004,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244236
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1093/jnci/djx134,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244237
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1002/bjs5.103,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244238
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1016/j.ejso.2019.03.041,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244239
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1016/j.ejso.2020.02.005,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244240
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1016/j.ejso.2018.02.004,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244241
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1002/bjs.10773,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244242
31,noor de leede,cornelis van de velde,the netherlands,leiden umc,oncology,10.1097/SLA.0000000000002444,supervisor,last,no,2021,a multidisciplinary approach to improve treatment strategies for patients with hepatic or pancreatic cancer,https://hdl.handle.net/1887/3244243
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1016/j.ijporl.2019.109701,candidate,na,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304029
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1097/MAO.0000000000002306,candidate,na,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304030
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1097/AUD.0000000000000901,candidate,na,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304031
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1093/deafed/enab008,candidate,na,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304032
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1093/deafed/enab022,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304033
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1097/AUD.0000000000000994,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304034
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1007/s10802-021-00769-1,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304035
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1177/1362361320956422,supervisor,first,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304036
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1017/S0954579421000973,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304037
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1007/s10802-021-00816-x,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304038
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1017/S0305000919000667,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304039
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1093/deafed/eny012,supervisor,first,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304040
32,tirza f k van der straaten,carolien rieffe,the netherlands,leiden umc,hearing loss,10.1037/emo0000863,supervisor,last,no,2022,opportunities within and after rehabilitation for patients with hearing loss,https://hdl.handle.net/1887/3304041
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1002/bimj.201900367,candidate,na,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243966
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1007/s10985-021-09518-4,candidate,na,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243967
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1002/bimj.201600191,supervisor,last,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243970
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1002/bimj.201800274,supervisor,first,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243971
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1002/sim.8171,supervisor,last,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243973
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1002/sim.8069,supervisor,last,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243974
33,marie bohnstedt,hein putter,the netherlands,leiden umc,biomedical data science,10.1016/j.jhepr.2021.100369,supervisor,last,no,2021,statistical methods for frailty models: studies on old-age mortality and recurrent events,https://hdl.handle.net/1887/3243975
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1093/neuonc/noac097,candidate,na,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239107
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1093/noajnl/vdaa147,candidate,na,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239108
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1093/nop/npaa033,candidate,na,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239109
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1093/neuonc/noz118,candidate,na,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239110
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1001/jamaoncol.2017.5082,supervisor,first,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239112
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1007/s11060-019-03373-y,supervisor,last,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239113
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1093/nop/npab041,supervisor,last,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239114
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1007/s11060-021-03747-1,supervisor,last,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239115
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.3390/cancers12082172,supervisor,last,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239116
34,marijke coomans,martin j b taphoorn,the netherlands,leiden umc,health-related quality of life,10.1007/s11060-018-2868-7,supervisor,last,no,2021,health-related quality of life in glioma patients: the added value of combining clinical trial datasets,https://hdl.handle.net/1887/3239117
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1111/his.14432,candidate,na,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238953
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1097/PAS.0000000000001695,candidate,na,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238954
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1007/s00428-019-02684-9,candidate,na,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238955
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1111/his.13952,candidate,na,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238956
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.3390/cancers13051126,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238957
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1038/s41416-018-0050-9,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238958
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.3390/cancers12123589,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238959
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.3389/fmolb.2020.566291,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238960
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1158/1078-0432.CCR-17-3512,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238961
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1016/j.jbo.2019.100222,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238962
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1038/s41389-018-0084-0,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238963
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1186/s13569-019-0119-0,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238964
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1158/1541-7786.MCR-17-0293,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238965
35,suk wai lam,judith v m g bovee,the netherlands,leiden umc,molecular pathology,10.1080/2162402X.2017.1386828,supervisor,last,no,2021,molecular pathology in bone and soft tissue tumors: a multifunctional key for diagnosis and prediction,https://hdl.handle.net/1887/3238966
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1002/ejp.1435,candidate,na,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220913
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1097/PR9.0000000000000877,candidate,na,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220914
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1002/cpt.2027,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220915
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1097/ALN.0000000000003441,supervisor,first,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220916
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1097/ALN.0000000000004176,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220917
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1097/ALN.0000000000001798,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220918
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1097/ALN.0000000000002634,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220919
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1016/j.soard.2017.01.015,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220920
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1097/ALN.0000000000002711,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220921
36,tine van de donk,albert dahan,the netherlands,leiden umc,pain,10.1016/j.bja.2020.07.057,supervisor,last,no,2021,alternatives for pain: approaches towards personalized pain management,https://hdl.handle.net/1887/3220922
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1159/000505569,candidate,na,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217180
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1186/s12882-019-1423-x,candidate,na,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217181
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1186/s13104-019-4765-3,candidate,na,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217182
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1186/s12882-018-1004-4,candidate,na,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217183
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1186/s12910-020-00543-w,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217184
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1016/j.jval.2017.04.005,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217185
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1097/CCM.0000000000004221,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217186
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1177/1055665618763337,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217187
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1186/s12910-017-0194-9,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217188
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1186/s12884-019-2209-7,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217189
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1016/j.jpainsymman.2018.05.007,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217190
37,wouter r verberne,johannes j m van delden,the netherlands,leiden umc,chronic kidney disease,10.1007/s00431-016-2842-3,supervisor,last,no,2021,the value of dialysis and conservative care for older patients with advanced chronic kidney disease,https://hdl.handle.net/1887/3217191
38,merel lambregts,leo g visser,the netherlands,leiden umc,infectious diseases,10.1093/jacamr/dlab074,candidate,na,no,2021,"rational empiric antibiotic therapy in clinical practice and policy making: uncertainties, probabilities, and ethics",https://hdl.handle.net/1887/3239271
38,merel lambregts,leo g visser,the netherlands,leiden umc,infectious diseases,10.1111/ijcp.13601,candidate,na,no,2021,"rational empiric antibiotic therapy in clinical practice and policy making: uncertainties, probabilities, and ethics",https://hdl.handle.net/1887/3239272
38,merel lambregts,leo g visser,the netherlands,leiden umc,infectious diseases,10.1016/j.vaccine.2018.05.064,supervisor,last,no,2021,"rational empiric antibiotic therapy in clinical practice and policy making: uncertainties, probabilities, and ethics",https://hdl.handle.net/1887/3239273
38,merel lambregts,leo g visser,the netherlands,leiden umc,infectious diseases,10.7326/M18-1529,supervisor,last,no,2021,"rational empiric antibiotic therapy in clinical practice and policy making: uncertainties, probabilities, and ethics",https://hdl.handle.net/1887/3239274
38,merel lambregts,leo g visser,the netherlands,leiden umc,infectious diseases,10.3390/vaccines8040721,supervisor,last,no,2021,"rational empiric antibiotic therapy in clinical practice and policy making: uncertainties, probabilities, and ethics",https://hdl.handle.net/1887/3239275
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.3389/fendo.2021.674841,candidate,na,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210403
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1186/s12882-020-01745-5,candidate,na,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210404
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.18632/aging.102696,candidate,na,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210405
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1530/EC-19-0502,candidate,na,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210406
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1152/physiolgenomics.00102.2017,candidate,na,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210407
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1161/CIRCULATIONAHA.119.039818,supervisor,first,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210408
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1016/j.ijcard.2018.08.088,supervisor,last,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210409
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1007/s12471-019-01316-w,supervisor,last,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210410
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1007/s40119-019-0127-4,supervisor,last,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210411
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1007/s12471-017-1005-0,supervisor,last,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210412
39,laurien e zijlstra,j wouter jukema,the netherlands,leiden umc,cardiovasular disease,10.1186/s12882-017-0480-2,supervisor,last,no,2021,identification and treatment of patients at high cardiovascular risk,https://hdl.handle.net/1887/3210413
40,adriaan w schneider,jerry braun,the netherlands,leiden umc,cardiology,10.1093/ejcts/ezx478,candidate,na,no,2021,surgical solutions for complex aortic root pathology,https://hdl.handle.net/1887/3210132
40,adriaan w schneider,jerry braun,the netherlands,leiden umc,cardiology,10.1093/ejcts/ezz222,candidate,na,no,2021,surgical solutions for complex aortic root pathology,https://hdl.handle.net/1887/3210133
40,adriaan w schneider,jerry braun,the netherlands,leiden umc,cardiology,10.1093/ehjci/jez092,supervisor,last,no,2021,surgical solutions for complex aortic root pathology,https://hdl.handle.net/1887/3210134
